project,commit,typeRFT,description,pre_commit_line_number,pre_commit_code_element,pre_commit_description,post_commit_line_number,post_commit_code_element,post_commit_description,MANUAL - observation,MANUAL - Abstracted Observation,MANUAL - High Level Category,MANUAL - additional details
druid,13c616ba24160a31a65e159ee5e60a3a702d9b11,Modify Method Annotation,"Modify Method Annotation @Parameterized.Parameters(name = ""useCombiner={0}, partitionType={1}, interval={2}, shardInfoForEachSegment={3}, "" + ""data={4}, inputFormatName={5}, inputRowParser={6}, maxRowsInMemory={7}, "" + ""aggs={8}, datasourceName={9}, forceExtendableShardSpecs={10}"") to @Parameterized.Parameters(name = ""useCombiner={0}, partitionType={1}, interval={2}, shardInfoForEachSegment={3}, "" + ""data={4}, inputFormatName={5}, inputRowParser={6}, maxRowsInMemory={7}, "" + ""maxBytesInMemory={8}, aggs={9}, datasourceName={10}, forceExtendableShardSpecs={11}"") in method public constructFeed() : Collection<Object[]> from class io.druid.indexer.IndexGeneratorJobTest",92,"@Parameterized.Parameters(name = ""useCombiner={0}, partitionType={1}, interval={2}, shardInfoForEachSegment={3}, "" + ""data={4}, inputFormatName={5}, inputRowParser={6}, maxRowsInMemory={7}, "" + ""aggs={8}, datasourceName={9}, forceExtendableShardSpecs={10}"")",original annotation,92,"@Parameterized.Parameters(name = ""useCombiner={0}, partitionType={1}, interval={2}, shardInfoForEachSegment={3}, "" + ""data={4}, inputFormatName={5}, inputRowParser={6}, maxRowsInMemory={7}, "" + ""maxBytesInMemory={8}, aggs={9}, datasourceName={10}, forceExtendableShardSpecs={11}"")",modified annotation,RFT @Parameters to take message about currently accepted argument (better for debugging),[RFT @Paramterized],PARAMETERIZED,INCREASE TEST COVERAGE - INCREASED TEST INPUT FOR DEBUGGING 
flink,14c4b23ca8744f83864a8c91ff0c1b88af52e532,Add Class Annotation,Add Class Annotation @RunWith(Parameterized.class) in class org.apache.flink.runtime.operators.util.BitSetTest,29,org.apache.flink.runtime.operators.util.BitSetTest,original class declaration,31,@RunWith(Parameterized.class),added annotation,Parameterized for better debugging.,[RFT @Paramterized],PARAMETERIZED,INCREASE TEST COVERAGE - INCREASED TEST INPUT FOR DEBUGGING 
hadoop,aa34aa5caae8b399b2f333b2f1c92fafe3616622,Add Class Annotation,Add Class Annotation @RunWith(value = Parameterized.class) in class org.apache.hadoop.tools.TestCopyListing,46,org.apache.hadoop.tools.TestCopyListing,original class declaration,51,@RunWith(value = Parameterized.class),added annotation,Bug fix related to failure to get resource on time leads to more test addition using parameterized class.,[RFT @Paramterized],PARAMETERIZED,INCREASE TEST COVERAGE - INCREASED TEST INPUT FOR DEBUGGING 
hadoop,15d577bfbb3f18fc95251d22378b53aa4210115f,Add Method Annotation,Add Method Annotation @AfterClass in method public cleanup() : void from class org.apache.hadoop.mapreduce.v2.app.TestMRAppMaster,115,public cleanup() : void,original method declaration,127,@AfterClass,added annotation,Test failure on a different argument enforced parameterized test.,[RFT @Paramterized],PARAMETERIZED,INCREASE TEST COVERAGE - INCREASED TEST INPUT FOR DEBUGGING 
storm,d1912ae98afe9f470a05e57835c41f056cebb311,Add Method Annotation,Add Method Annotation @BeforeEach in method public init() : void from class org.apache.storm.hdfs.blobstore.BlobStoreTest,71,public init() : void,original method declaration,74,@BeforeEach,added annotation,expose scheduling StackOverflowError by using @Value parameter.,[ RFT @Paramterized Test],PARAMETERIZED,INCREASE TEST COVERAGE - INCREASED TEST INPUT FOR DEBUGGING 
kafka,edcefccfd7bd83110746fa81669e0d69ece5bb4b,Add Attribute Annotation,Add Attribute Annotation @Rule in attribute public driver : KStreamTestDriver from class org.apache.kafka.streams.StreamsBuilderTest,35,private driver : KStreamTestDriver,original attribute declaration,35,@Rule,added annotation,"Junit migration while fixing test bug associated with thread leak. Namely, to start and shutdown cluter for each test, dev uses @ClassRule. However, dev later migrates it to Junitt 5 to use Parameterized test.",[ RFT @Paramterized Test],PARAMETERIZED,INCREASE TEST COVERAGE - INCREASED TEST INPUT FOR DEBUGGING 
kafka,7b6e5f96ce8e724fb513dfc7f2da2eaf7bb82328,Modify Method Annotation,Modify Method Annotation @Test(expected = IllegalStateException.class) to @Test in method public testCannotStartOnceClosed() : void from class org.apache.kafka.streams.KafkaStreamsTest,232,@Test(expected = IllegalStateException.class),original annotation,233,@Test,modified annotation,test failure due to exception from missing feature. Adds more parameter to Parameterized to helpd debugging,[RFT @Paramterize],PARAMETERIZED,INCREASE TEST COVERAGE - INCREASED TEST INPUT FOR DEBUGGING 
druid,957646be2ca3b8b0698e45ba2ee95bccad0513bc,Remove Method Annotation,Remove Method Annotation @Ignore in method public testFindNew() : void from class io.druid.server.namespace.cache.JDBCExtractionNamespaceTest,430,@Ignore,deleted annotation,426,public testFindNew() : void,method declaration with removed annotation,"Parameters only used in certain tests, thus extracted into its own class.",[RFT @Paramterized],PARAMETERIZED,SLOW TEST-PARAMTERIZED CLASS SHOULD BE ON ITS OWN
flink,edf082a4601299e2f0f044debfa96a6f06cff056,Add Class Annotation,Add Class Annotation @RunWith(PowerMockRunner.class) in class org.apache.flink.streaming.connectors.kafka.internal.KafkaConsumerThreadTest,60,org.apache.flink.streaming.connectors.kafka.internal.KafkaConsumerThreadTest,original class declaration,77,@RunWith(PowerMockRunner.class),added annotation,Parameterized test after source code unified similar API implementation,[RFT @Paramterized],PARAMETERIZED,REFACTOR TEST CODE - UNIFIED SOURCE CODE CAUSES PARAMTERIZED TEST
flink,64adf4bcfa387047036534059cfe361977439cca,Modify Method Annotation,Modify Method Annotation @Test to @Test(timeout = 50000) in method public testCheckpointRecovery() : void from class org.apache.flink.runtime.checkpoint.ZooKeeperCompletedCheckpointStoreTest,84,@Test,original annotation,88,@Test(timeout = 50000),modified annotation,"In paramterized test, use @Parameterized.Parameters (allowing specific error and naming in specific input)",[RFT @Paramterized],PARAMETERIZED,ADD DEBUGGING MESSAGE - PARAMTERIZED TEST SHOULD HAVE ERROR MESSSAGE FOR BETTER ERROR MESSAGE
hadoop,43a53f2b655be09f6fa8b20e5ae270daf6527f8b,Add Class Annotation,Add Class Annotation @RunWith(Parameterized.class) in class org.apache.hadoop.yarn.server.timeline.security.TestTimelineAuthenticationFilter,51,org.apache.hadoop.yarn.server.timeline.security.TestTimelineAuthenticationFilter,original class declaration,57,@RunWith(Parameterized.class),added annotation,@Parameterized.Parameters(value = ) to improve readability,[RFT @Paramterized],PARAMETERIZED,ADD DEBUGGING MESSAGE - PARAMTERIZED TEST SHOULD HAVE ERROR MESSSAGE FOR BETTER ERROR MESSAGE
hbase,71a0c30cafad224f748df8551d535e8102b96cae,Modify Attribute Annotation,Modify Attribute Annotation @Parameterized.Parameter(value = 0) to @Parameterized.Parameter in attribute public generic : Struct from class org.apache.hadoop.hbase.types.TestStruct,55,@Parameterized.Parameter(value = 0),original annotation,54,@Parameterized.Parameter,modified annotation,Default value is always v=0,[RFT @Paramterized],PARAMETERIZED,ADD DEBUGGING MESSAGE - PARAMTERIZED TEST SHOULD HAVE ERROR MESSSAGE FOR BETTER ERROR MESSAGE
flink,cb08aca3585bde903bc879b2009c7abdcd225019,Remove Method Annotation,Remove Method Annotation @BeforeClass in method public setupCluster() : void from class org.apache.flink.test.recovery.SimpleRecoveryFailureRateStrategyITBase,31,@BeforeClass,deleted annotation,39,private getConfiguration() : Configuration,method declaration with removed annotation,Paramterized test is also used to support testing in legacy mode and current mode.,[RFT @Paramterized],PARAMETERIZED,REFACTOR TEST CODE - PARAMTERIZED TO UNIFY COMMON TEST INPUT
flink,b9a6a5cb5401fbda3a0eb4b910eb4f3f951af9cb,Add Method Annotation,Add Method Annotation @RetryOnFailure(times = 1) in method public testCheckpointedStreamingSumProgram() : void from class org.apache.flink.test.recovery.JobManagerCheckpointRecoveryITCase,123,public testCheckpointedStreamingSumProgram() : void,90f1d585466cef890783af61535de1bbea1540a0,138,@RetryOnFailure(times = 1),added annotation,unify common paramterized tests,[RFT @Paramterized],PARAMETERIZED,REFACTOR TEST CODE - PARAMTERIZED TO UNIFY COMMON TEST INPUT
hadoop,f1f61eac15f9a4dcf80131d4bb54aabc42ea254b,Add Method Annotation,Add Method Annotation @Before in method public startUp() : void from class org.apache.hadoop.hdfs.TestLeaseRecovery2,84,public startUp() : void,original method declaration,93,@Before,added annotation,Refactor using Paramterized class since a class has many subclass.,[RFT @Paramterized],PARAMETERIZED,REFACTOR TEST CODE - PARAMTERIZED TO UNIFY COMMON TEST INPUT
hbase,2c800bd68fbcc02dfef6ecdd09bb50f3c898231a,Add Class Annotation,Add Class Annotation @RunWith(Parameterized.class) in class org.apache.hadoop.hbase.io.hfile.bucket.TestBucketCache,40,org.apache.hadoop.hbase.io.hfile.bucket.TestBucketCache,original class declaration,49,@RunWith(Parameterized.class),added annotation,Paramterized testing allows configurable loads for testing,[RFT @Paramterized],PARAMETERIZED,REFACTOR TEST CODE - PARAMTERIZED TO UNIFY COMMON TEST INPUT
hadoop,3584baf2642816a453402a717a05d16754a6ac52,Add Class Annotation,"Add Class Annotation @Ignore(""Need to be fixed according to ContainerIO"") in class org.apache.hadoop.ozone.container.common.statemachine.commandhandler.TestBlockDeletion",59,org.apache.hadoop.ozone.container.common.statemachine.commandhandler.TestBlockDeletion,original class declaration,61,"@Ignore(""Need to be fixed according to ContainerIO"")",added annotation,Using paramterized class to configure fixtures,[RFT @Paramterized],PARAMETERIZED,INCREASE TEST COVERAGE - PARAMTERIZED TEST TO ADD MORE UNIT TESTS
hadoop,548116c3f5d10c729458355955eb7a272d077f2d,Add Class Annotation,Add Class Annotation @RunWith(Parameterized.class) in class org.apache.hadoop.yarn.server.resourcemanager.rmapp.TestApplicationLifetimeMonitor,65,org.apache.hadoop.yarn.server.resourcemanager.rmapp.TestApplicationLifetimeMonitor,original class declaration,73,@RunWith(Parameterized.class),added annotation,Parameterized for future extensibility if new policy is required.,[RFT @Paramterized],PARAMETERIZED,REFACTOR TEST CODE - INTRODUCED SUPERCLASS WITH PARAMETERIZED SUBCLASS TO UNIFY COMMON TEST CASES
hadoop,5c61ad24887f76dfc5a5935b2c5dceb6bfd99417,Modify Class Annotation,Modify Class Annotation @RunWith(Parameterized.class) to @RunWith(Parallelized.class) in class org.apache.hadoop.fs.adl.TestAdlRead,48,@RunWith(Parameterized.class),original annotation,45,@RunWith(Parallelized.class),modified annotation,@Paramterized can be slow so add custom annotation @Parallize to allow paramterized to run concurrently (https://github.com/apache/hadoop/commit/5c61ad24887f76dfc5a5935b2c5dceb6bfd99417),[RFT @Paramterized],PARAMETERIZED,PARALLELIZE  - PARALLIZE PARAMTERIZED TEST TO IMRPOVE TEST EXECUTION TIME
hive,5eb02b9392eeb8309d0e071a22d0319507bb63b3,Modify Class Annotation,Modify Class Annotation @RunWith(Parameterized.class) to @RunWith(Parallelized.class) in class org.apache.hadoop.hive.cli.TestBeeLineDriver,33,@RunWith(Parameterized.class),original annotation,33,@RunWith(Parallelized.class),modified annotation,running parameterized test is very expensive thus use custom runner using threadpool to parallize the parameterize test.,[Limitation in @Paramterized],PARAMETERIZED,PARALLELIZE  - PARALLIZE PARAMTERIZED TEST TO IMRPOVE TEST EXECUTION TIME
Openfire,04c9ad5bc12d0f098e2ee1a38eadce81a215dcb6,Add Class Annotation,Add Class Annotation @RunWith(MockitoJUnitRunner.class) in class org.jivesoftware.util.SystemPropertyTest,30,org.jivesoftware.util.SystemPropertyTest,original class declaration,36,@RunWith(MockitoJUnitRunner.class),added annotation,"Parameterization doesn't allow parallization, thus create new cases for each argument",[Limitation in @Paramterized],PARAMETERIZED,PARALLELIZE  - PARALLIZE PARAMTERIZED TEST TO IMRPOVE TEST EXECUTION TIME
hbase,0b26ccdaa1b8700e7958aeebbaf9cad81e737dd0,Add Attribute Annotation,Add Attribute Annotation @Parameterized.Parameter in attribute public lenAsVal : boolean from class org.apache.hadoop.hbase.filter.TestKeyOnlyFilter,47,private lenAsVal : boolean,original attribute declaration,48,@Parameterized.Parameter,added annotation,Paramterized constructor form has too much boiler plate and can make tests verbose.,[Limitation in @Paramterized],PARAMETERIZED,REFACTOR TEST CODE - PARAMTERIZED TEST USING CONSTRUCTOR HAS TOO MUCH BOILER PLATE
hbase,85e89e9495b14b2fa3d0cbed0ff5014655bccfc5,Add Class Annotation,Add Class Annotation @RunWith(Parameterized.class) in class org.apache.hadoop.hbase.client.TestHbck,57,org.apache.hadoop.hbase.client.TestHbck,original class declaration,66,@RunWith(Parameterized.class),added annotation,"New async feature in addition to sync, thus @Paramterized class used to test both conditions.",[RFT @Paramterized],PARAMETERIZED,INCREASE TEST COVERAGE - INCREASED TEST INPUT FOR FEATURE ADDITION
ambari,e8e9781a8e98a5afdc31becc419e3792ba0a8515,Modify Method Annotation,Modify Method Annotation @Test(expected = InvalidTopologyTemplateException.class) to @Test in method public test_CreditentialsInvalidType() : void from class org.apache.ambari.server.controller.internal.ProvisionClusterRequestTest,306,@Test(expected = InvalidTopologyTemplateException.class),original annotation,313,@Test,modified annotation,RFT try fail to junit 4 expected exception,[RFT Expected Exception],EXPECTED EXCEPTION,ADJUSTING EXCEPTION HANDLING - TRY FAIL VS EXPECTED
cassandra,3a4e00615b14275e5dac535a304add9e1cf4e4eb,Remove Class Annotation,Remove Class Annotation @Ignore in class org.apache.cassandra.distributed.test.RepairTest,41,@Ignore,deleted annotation,43,org.apache.cassandra.distributed.test.RepairTest,class declaration with removed annotation,"instead of @ExpectedException, we use try and fail since we want to close the resource after exception is thrown",[RFT Expected Exception],EXPECTED EXCEPTION,ADJUSTING EXCEPTION HANDLING - TRY FAIL VS EXPECTED
ambari,7787626a2824acf78fd0270fde714d69218bdc9d,Modify Method Annotation,Modify Method Annotation @Test(timeout = 30000) to @Test(timeout = 35000) in method public testAddingHostComponentsWhileReading() : void from class org.apache.ambari.server.state.cluster.ClusterDeadlockTest,160,@Test(timeout = 30000),original annotation,182,@Test(timeout = 35000),modified annotation,RFT @Expected Exception for @Rule expected exception to get access to exception message,[RFT Expected Exception],EXPECTED EXCEPTION,ADJUSTING EXCEPTION HANDLING - EXPECTED VS RULE
ambari,b3c8d1e05db61e3c8a88241d9da4bd67ef4d874c,Remove Method Annotation,Remove Method Annotation @Ignore in method public testTimelineMetricCacheSizing() : void from class org.apache.ambari.server.controller.metrics.timeline.cache.TimelineMetricCacheSizingTest,61,@Ignore,deleted annotation,61,public testTimelineMetricCacheSizing() : void,method declaration with removed annotation,@ExpectedException is removed after fixing buggy source code - feature specific,[pass by expected exception vs fail],EXPECTED EXCEPTION,ADJUSTING EXCEPTION HANDLING - PASS VS FAIL
camel,01dc016efddca11c00ccacbccd83bf2bdcee0de3,Modify Method Annotation,Modify Method Annotation @Test(expected = FailedToCreateRouteException.class) to @Test in method package testTooLittleParts() : void from class org.apache.camel.component.cron.CronPatternsTest,38,@Test(expected = FailedToCreateRouteException.class),original annotation,42,@Test,modified annotation,RFT @Expected using assertThrows (junit 4 -> junit 5),[RFT Expected Exception],EXPECTED EXCEPTION,ADJUSTING EXCEPTION HANDLING - EXPECTED VS ASSERTHROWS
